date,egp_usd_rate,cbe_corridor_rate,risk_free_rate_eg,inflation_rate
5/30/2021,15.75929821,0.0925,0.1225,0.06
5/31/2021,15.739322,0.0925,0.1225,0.06
6/1/2021,15.62326191,0.0925,0.1225,0.06
6/2/2021,15.70779759,0.0925,0.1225,0.06
6/3/2021,15.75898389,0.0925,0.1225,0.06
6/4/2021,15.56895169,0.0925,0.1225,0.06
6/5/2021,15.74265378,0.0925,0.1225,0.06
6/6/2021,15.64798403,0.0925,0.1225,0.06
6/7/2021,15.744792,0.0925,0.1225,0.06
6/8/2021,15.64008416,0.0925,0.1225,0.06
6/9/2021,15.55831676,0.0925,0.1225,0.06
6/10/2021,15.57223792,0.0925,0.1225,0.06
6/11/2021,15.70377467,0.0925,0.1225,0.06
6/12/2021,15.72038822,0.0925,0.1225,0.06
6/13/2021,15.62901114,0.0925,0.1225,0.06
6/14/2021,15.75012951,0.0925,0.1225,0.06
6/15/2021,15.56957068,0.0925,0.1225,0.06
6/16/2021,15.69481274,0.0925,0.1225,0.06
6/17/2021,15.60493523,0.0925,0.1225,0.06
6/18/2021,15.64883087,0.0925,0.1225,0.06
6/19/2021,15.7037208,0.0925,0.1225,0.06
6/20/2021,15.63245755,0.0925,0.1225,0.06
6/21/2021,15.66981239,0.0925,0.1225,0.06
6/22/2021,15.77899399,0.0925,0.1225,0.06
6/23/2021,15.65471399,0.0925,0.1225,0.06
6/24/2021,15.76560183,0.0925,0.1225,0.06
6/25/2021,15.61131801,0.0925,0.1225,0.06
6/26/2021,15.74158963,0.0925,0.1225,0.06
6/27/2021,15.81316314,0.0925,0.1225,0.06
6/28/2021,15.50597591,0.0925,0.1225,0.06
6/29/2021,15.63744372,0.0925,0.1225,0.06
6/30/2021,15.74530016,0.0925,0.1225,0.06
7/1/2021,15.68406094,0.0925,0.1225,0.06
7/2/2021,15.72913495,0.0925,0.1225,0.06
7/3/2021,15.65258716,0.0925,0.1225,0.06
7/4/2021,15.7067973,0.0925,0.1225,0.06
7/5/2021,15.68777934,0.0925,0.1225,0.06
7/6/2021,15.79167089,0.0925,0.1225,0.06
7/7/2021,15.71997204,0.0925,0.1225,0.06
7/8/2021,15.72650181,0.0925,0.1225,0.06
7/9/2021,15.66766766,0.0925,0.1225,0.06
7/10/2021,15.66172291,0.0925,0.1225,0.06
7/11/2021,15.66604418,0.0925,0.1225,0.06
7/12/2021,15.73096449,0.0925,0.1225,0.06
7/13/2021,15.66695272,0.0925,0.1225,0.06
7/14/2021,15.72274733,0.0925,0.1225,0.06
7/15/2021,15.86291896,0.0925,0.1225,0.06
7/16/2021,15.76838329,0.0925,0.1225,0.06
7/17/2021,15.67440715,0.0925,0.1225,0.06
7/18/2021,15.79429529,0.0925,0.1225,0.06
7/19/2021,15.66796608,0.0925,0.1225,0.06
7/20/2021,15.54000722,0.0925,0.1225,0.06
7/21/2021,15.62086522,0.0925,0.1225,0.06
7/22/2021,15.55314283,0.0925,0.1225,0.06
7/23/2021,15.67240619,0.0925,0.1225,0.06
7/24/2021,15.70144584,0.0925,0.1225,0.06
7/25/2021,15.83160033,0.0925,0.1225,0.06
7/26/2021,15.7256638,0.0925,0.1225,0.06
7/27/2021,15.68280061,0.0925,0.1225,0.06
7/28/2021,15.76510834,0.0925,0.1225,0.06
7/29/2021,15.52642588,0.0925,0.1225,0.06
7/30/2021,15.71849574,0.0925,0.1225,0.06
7/31/2021,15.76051292,0.0925,0.1225,0.06
8/1/2021,15.58393098,0.0925,0.1225,0.06
8/2/2021,15.78978469,0.0925,0.1225,0.06
8/3/2021,15.72657197,0.0925,0.1225,0.06
8/4/2021,15.6673999,0.0925,0.1225,0.06
8/5/2021,15.74967338,0.0925,0.1225,0.06
8/6/2021,15.87824939,0.0925,0.1225,0.06
8/7/2021,15.7142765,0.0925,0.1225,0.06
8/8/2021,15.71948532,0.0925,0.1225,0.06
8/9/2021,15.66394017,0.0925,0.1225,0.06
8/10/2021,15.63328722,0.0925,0.1225,0.06
8/11/2021,15.76518136,0.0925,0.1225,0.06
8/12/2021,15.63279742,0.0925,0.1225,0.06
8/13/2021,15.70561795,0.0925,0.1225,0.06
8/14/2021,15.66250389,0.0925,0.1225,0.06
8/15/2021,15.73759992,0.0925,0.1225,0.06
8/16/2021,15.72619248,0.0925,0.1225,0.06
8/17/2021,15.78144689,0.0925,0.1225,0.06
8/18/2021,15.65996371,0.0925,0.1225,0.06
8/19/2021,15.67881482,0.0925,0.1225,0.06
8/20/2021,15.62316705,0.0925,0.1225,0.06
8/21/2021,15.66512298,0.0925,0.1225,0.06
8/22/2021,15.72961809,0.0925,0.1225,0.06
8/23/2021,15.75942361,0.0925,0.1225,0.06
8/24/2021,15.62761002,0.0925,0.1225,0.06
8/25/2021,15.76826406,0.0925,0.1225,0.06
8/26/2021,15.80641757,0.0925,0.1225,0.06
8/27/2021,15.73245464,0.0925,0.1225,0.06
8/28/2021,15.84732847,0.0925,0.1225,0.06
8/29/2021,15.63925755,0.0925,0.1225,0.06
8/30/2021,15.60229461,0.0925,0.1225,0.06
8/31/2021,15.56037046,0.0925,0.1225,0.06
9/1/2021,15.81743948,0.0925,0.1225,0.06
9/2/2021,15.7513677,0.0925,0.1225,0.06
9/3/2021,15.6956366,0.0925,0.1225,0.06
9/4/2021,15.72197754,0.0925,0.1225,0.06
9/5/2021,15.61164911,0.0925,0.1225,0.06
9/6/2021,15.89199153,0.0925,0.1225,0.06
9/7/2021,15.71014386,0.0925,0.1225,0.06
9/8/2021,15.70858749,0.0925,0.1225,0.06
9/9/2021,15.75697268,0.0925,0.1225,0.06
9/10/2021,15.73775922,0.0925,0.1225,0.06
9/11/2021,15.7175749,0.0925,0.1225,0.06
9/12/2021,15.63794776,0.0925,0.1225,0.06
9/13/2021,15.73701027,0.0925,0.1225,0.06
9/14/2021,15.84773892,0.0925,0.1225,0.06
9/15/2021,15.80561547,0.0925,0.1225,0.06
9/16/2021,15.82506515,0.0925,0.1225,0.06
9/17/2021,15.65986957,0.0925,0.1225,0.06
9/18/2021,15.62231602,0.0925,0.1225,0.06
9/19/2021,15.69012573,0.0925,0.1225,0.06
9/20/2021,15.70437441,0.0925,0.1225,0.06
9/21/2021,15.78589403,0.0925,0.1225,0.06
9/22/2021,15.56714153,0.0925,0.1225,0.06
9/23/2021,15.8200697,0.0925,0.1225,0.06
9/24/2021,15.68759638,0.0925,0.1225,0.06
9/25/2021,15.66648984,0.0925,0.1225,0.06
9/26/2021,15.62054981,0.0925,0.1225,0.06
9/27/2021,15.57009375,0.0925,0.1225,0.06
9/28/2021,15.76461889,0.0925,0.1225,0.06
9/29/2021,15.70575546,0.0925,0.1225,0.06
9/30/2021,15.59873807,0.0925,0.1225,0.06
10/1/2021,15.59833632,0.0925,0.1225,0.06
10/2/2021,15.6736409,0.0925,0.1225,0.06
10/3/2021,15.83101819,0.0925,0.1225,0.06
10/4/2021,15.67962208,0.0925,0.1225,0.06
10/5/2021,15.58200328,0.0925,0.1225,0.06
10/6/2021,15.68070917,0.0925,0.1225,0.06
10/7/2021,15.6785912,0.0925,0.1225,0.06
10/8/2021,15.4882944,0.0925,0.1225,0.06
10/9/2021,15.69573785,0.0925,0.1225,0.06
10/10/2021,15.68187164,0.0925,0.1225,0.06
10/11/2021,15.7546522,0.0925,0.1225,0.06
10/12/2021,15.84514305,0.0925,0.1225,0.06
10/13/2021,15.78843535,0.0925,0.1225,0.06
10/14/2021,15.67889224,0.0925,0.1225,0.06
10/15/2021,15.61313772,0.0925,0.1225,0.06
10/16/2021,15.90200874,0.0925,0.1225,0.06
10/17/2021,15.70464865,0.0925,0.1225,0.06
10/18/2021,15.70109345,0.0925,0.1225,0.06
10/19/2021,15.69810618,0.0925,0.1225,0.06
10/20/2021,15.71554965,0.0925,0.1225,0.06
10/21/2021,15.68866771,0.0925,0.1225,0.06
10/22/2021,15.65496753,0.0925,0.1225,0.06
10/23/2021,15.65707157,0.0925,0.1225,0.06
10/24/2021,15.69742887,0.0925,0.1225,0.06
10/25/2021,15.65734116,0.0925,0.1225,0.06
10/26/2021,15.64404161,0.0925,0.1225,0.06
10/27/2021,15.70835477,0.0925,0.1225,0.06
10/28/2021,15.67998429,0.0925,0.1225,0.06
10/29/2021,15.81806345,0.0925,0.1225,0.06
10/30/2021,15.49189887,0.0925,0.1225,0.06
10/31/2021,15.78568329,0.0925,0.1225,0.06
11/1/2021,15.79781769,0.0925,0.1225,0.06
11/2/2021,15.53723887,0.0925,0.1225,0.06
11/3/2021,15.67309902,0.0925,0.1225,0.06
11/4/2021,15.67084189,0.0925,0.1225,0.06
11/5/2021,15.58951033,0.0925,0.1225,0.06
11/6/2021,15.63894139,0.0925,0.1225,0.06
11/7/2021,15.6128198,0.0925,0.1225,0.06
11/8/2021,15.83755323,0.0925,0.1225,0.06
11/9/2021,15.77345075,0.0925,0.1225,0.06
11/10/2021,15.79981707,0.0925,0.1225,0.06
11/11/2021,15.75665126,0.0925,0.1225,0.06
11/12/2021,15.61136944,0.0925,0.1225,0.06
11/13/2021,15.65882516,0.0925,0.1225,0.06
11/14/2021,15.7384159,0.0925,0.1225,0.06
11/15/2021,15.60406297,0.0925,0.1225,0.06
11/16/2021,15.75597038,0.0925,0.1225,0.06
11/17/2021,15.68113446,0.0925,0.1225,0.06
11/18/2021,15.67057657,0.0925,0.1225,0.06
11/19/2021,15.75581036,0.0925,0.1225,0.06
11/20/2021,15.73487467,0.0925,0.1225,0.06
11/21/2021,15.67166416,0.0925,0.1225,0.06
11/22/2021,15.79100739,0.0925,0.1225,0.06
11/23/2021,15.61513653,0.0925,0.1225,0.06
11/24/2021,15.74835095,0.0925,0.1225,0.06
11/25/2021,15.74655845,0.0925,0.1225,0.06
11/26/2021,15.6757006,0.0925,0.1225,0.06
11/27/2021,15.72560144,0.0925,0.1225,0.06
11/28/2021,15.60178758,0.0925,0.1225,0.06
11/29/2021,15.77253612,0.0925,0.1225,0.06
11/30/2021,15.68548518,0.0925,0.1225,0.06
12/1/2021,15.65896624,0.0925,0.1225,0.06
12/2/2021,15.78234722,0.0925,0.1225,0.06
12/3/2021,15.64470902,0.0925,0.1225,0.06
12/4/2021,15.58943579,0.0925,0.1225,0.06
12/5/2021,15.57780461,0.0925,0.1225,0.06
12/6/2021,15.74757178,0.0925,0.1225,0.06
12/7/2021,15.5994863,0.0925,0.1225,0.06
12/8/2021,15.83775134,0.0925,0.1225,0.06
12/9/2021,15.53656854,0.0925,0.1225,0.06
12/10/2021,15.83317182,0.0925,0.1225,0.06
12/11/2021,15.71656487,0.0925,0.1225,0.06
12/12/2021,15.69240802,0.0925,0.1225,0.06
12/13/2021,15.65722385,0.0925,0.1225,0.06
12/14/2021,15.73133218,0.0925,0.1225,0.06
12/15/2021,15.69704568,0.0925,0.1225,0.06
12/16/2021,15.7866092,0.0925,0.1225,0.06
12/17/2021,15.70896687,0.0925,0.1225,0.06
12/18/2021,15.71179869,0.0925,0.1225,0.06
12/19/2021,15.67145644,0.0925,0.1225,0.06
12/20/2021,15.69552977,0.0925,0.1225,0.06
12/21/2021,15.72416244,0.0925,0.1225,0.06
12/22/2021,15.56575178,0.0925,0.1225,0.06
12/23/2021,15.59416744,0.0925,0.1225,0.06
12/24/2021,15.75834623,0.0925,0.1225,0.06
12/25/2021,15.71341294,0.0925,0.1225,0.06
12/26/2021,15.68555731,0.0925,0.1225,0.06
12/27/2021,15.70144706,0.0925,0.1225,0.06
12/28/2021,15.72728516,0.0925,0.1225,0.06
12/29/2021,15.65762887,0.0925,0.1225,0.06
12/30/2021,15.63890308,0.0925,0.1225,0.06
12/31/2021,15.71537385,0.0925,0.1225,0.06
1/1/2022,15.62319774,0.0925,0.1225,0.06
1/2/2022,15.73204784,0.0925,0.1225,0.06
1/3/2022,15.56634719,0.0925,0.1225,0.06
1/4/2022,15.78078872,0.0925,0.1225,0.06
1/5/2022,15.7370989,0.0925,0.1225,0.06
1/6/2022,15.72009833,0.0925,0.1225,0.06
1/7/2022,15.77714124,0.0925,0.1225,0.06
1/8/2022,15.83073974,0.0925,0.1225,0.06
1/9/2022,15.77962805,0.0925,0.1225,0.06
1/10/2022,15.55549137,0.0925,0.1225,0.06
1/11/2022,15.59955321,0.0925,0.1225,0.06
1/12/2022,15.65095174,0.0925,0.1225,0.06
1/13/2022,15.70204815,0.0925,0.1225,0.06
1/14/2022,15.74063623,0.0925,0.1225,0.06
1/15/2022,15.64302911,0.0925,0.1225,0.06
1/16/2022,15.71466119,0.0925,0.1225,0.06
1/17/2022,15.64070244,0.0925,0.1225,0.06
1/18/2022,15.65199585,0.0925,0.1225,0.06
1/19/2022,15.5895771,0.0925,0.1225,0.06
1/20/2022,15.62752619,0.0925,0.1225,0.06
1/21/2022,15.59389276,0.0925,0.1225,0.06
1/22/2022,15.62339395,0.0925,0.1225,0.06
1/23/2022,15.78271088,0.0925,0.1225,0.06
1/24/2022,15.62547219,0.0925,0.1225,0.06
1/25/2022,15.90664199,0.0925,0.1225,0.06
1/26/2022,15.73872546,0.0925,0.1225,0.06
1/27/2022,15.71450964,0.0925,0.1225,0.06
1/28/2022,15.63261891,0.0925,0.1225,0.06
1/29/2022,15.75497433,0.0925,0.1225,0.06
1/30/2022,15.65481243,0.0925,0.1225,0.06
1/31/2022,15.70957777,0.0925,0.1225,0.06
2/1/2022,15.90096664,0.0925,0.1225,0.06
2/2/2022,15.6924593,0.0925,0.1225,0.06
2/3/2022,15.79021796,0.0925,0.1225,0.06
2/4/2022,15.64480065,0.0925,0.1225,0.06
2/5/2022,15.6972534,0.0925,0.1225,0.06
2/6/2022,15.83900785,0.0925,0.1225,0.06
2/7/2022,15.65078309,0.0925,0.1225,0.06
2/8/2022,15.84227721,0.0925,0.1225,0.06
2/9/2022,15.75555853,0.0925,0.1225,0.06
2/10/2022,15.65584636,0.0925,0.1225,0.06
2/11/2022,15.74964401,0.0925,0.1225,0.06
2/12/2022,15.77634552,0.0925,0.1225,0.06
2/13/2022,15.74881208,0.0925,0.1225,0.06
2/14/2022,15.57673736,0.0925,0.1225,0.06
2/15/2022,15.64291973,0.0925,0.1225,0.06
2/16/2022,15.68056979,0.0925,0.1225,0.06
2/17/2022,15.69415698,0.0925,0.1225,0.06
2/18/2022,15.74872276,0.0925,0.1225,0.06
2/19/2022,15.71394953,0.0925,0.1225,0.06
2/20/2022,15.59517547,0.0925,0.1225,0.06
2/21/2022,15.72984553,0.0925,0.1225,0.06
2/22/2022,15.74793098,0.0925,0.1225,0.06
2/23/2022,15.74394355,0.0925,0.1225,0.06
2/24/2022,15.78484129,0.0925,0.1225,0.06
2/25/2022,15.76546289,0.0925,0.1225,0.06
2/26/2022,15.73604564,0.0925,0.1225,0.06
2/27/2022,15.69449199,0.0925,0.1225,0.06
2/28/2022,15.56961457,0.0925,0.1225,0.06
3/1/2022,15.73372503,0.0925,0.1225,0.06
3/2/2022,15.71630348,0.0925,0.1225,0.06
3/3/2022,15.72131894,0.0925,0.1225,0.06
3/4/2022,15.59977524,0.0925,0.1225,0.06
3/5/2022,15.61513706,0.0925,0.1225,0.06
3/6/2022,15.7826725,0.0925,0.1225,0.06
3/7/2022,15.69689492,0.0925,0.1225,0.06
3/8/2022,15.7534978,0.0925,0.1225,0.06
3/9/2022,15.70222299,0.0925,0.1225,0.06
3/10/2022,15.70233586,0.0925,0.1225,0.06
3/11/2022,15.77365528,0.0925,0.1225,0.06
3/12/2022,15.65949049,0.0925,0.1225,0.06
3/13/2022,15.70754548,0.0925,0.1225,0.06
3/14/2022,15.66371139,0.0925,0.1225,0.06
3/15/2022,15.66589205,0.0925,0.1225,0.06
3/16/2022,15.67572999,0.0925,0.1225,0.06
3/17/2022,15.7174375,0.0925,0.1225,0.06
3/18/2022,15.66241823,0.0925,0.1225,0.06
3/19/2022,15.79857686,0.0925,0.1225,0.06
3/20/2022,15.62977333,0.0925,0.1225,0.06
3/21/2022,18.48271437,0.1325,0.1625,0.06
3/22/2022,18.45932488,0.1325,0.1625,0.06
3/23/2022,18.63384545,0.1325,0.1625,0.06
3/24/2022,18.51818132,0.1325,0.1625,0.06
3/25/2022,18.59544562,0.1325,0.1625,0.06
3/26/2022,18.36258567,0.1325,0.1625,0.06
3/27/2022,18.52470215,0.1325,0.1625,0.06
3/28/2022,18.58229085,0.1325,0.1625,0.06
3/29/2022,18.50761127,0.1325,0.1625,0.06
3/30/2022,18.59855693,0.1325,0.1625,0.06
3/31/2022,18.45215082,0.1325,0.1625,0.06
4/1/2022,18.63036464,0.1325,0.1625,0.06
4/2/2022,18.71264808,0.1325,0.1625,0.06
4/3/2022,18.46643743,0.1325,0.1625,0.06
4/4/2022,18.45879102,0.1325,0.1625,0.06
4/5/2022,18.63443806,0.1325,0.1625,0.06
4/6/2022,18.64611042,0.1325,0.1625,0.06
4/7/2022,18.45163545,0.1325,0.1625,0.06
4/8/2022,18.46113272,0.1325,0.1625,0.06
4/9/2022,18.47393492,0.1325,0.1625,0.06
4/10/2022,18.37563833,0.1325,0.1625,0.06
4/11/2022,18.41502469,0.1325,0.1625,0.06
4/12/2022,18.40711698,0.1325,0.1625,0.06
4/13/2022,18.42897873,0.1325,0.1625,0.06
4/14/2022,18.49679165,0.1325,0.1625,0.06
4/15/2022,18.52166486,0.1325,0.1625,0.06
4/16/2022,18.6434213,0.1325,0.1625,0.06
4/17/2022,18.40765225,0.1325,0.1625,0.06
4/18/2022,18.59104982,0.1325,0.1625,0.06
4/19/2022,18.48020603,0.1325,0.1625,0.06
4/20/2022,18.49542461,0.1325,0.1625,0.06
4/21/2022,18.5624208,0.1325,0.1625,0.06
4/22/2022,18.39614821,0.1325,0.1625,0.06
4/23/2022,18.5353729,0.1325,0.1625,0.06
4/24/2022,18.51539683,0.1325,0.1625,0.06
4/25/2022,18.54555174,0.1325,0.1625,0.06
4/26/2022,18.5267481,0.1325,0.1625,0.06
4/27/2022,18.72711526,0.1325,0.1625,0.06
4/28/2022,18.44100905,0.1325,0.1625,0.06
4/29/2022,18.45088278,0.1325,0.1625,0.06
4/30/2022,18.4423595,0.1325,0.1625,0.06
5/1/2022,18.44861837,0.1325,0.1625,0.06
5/2/2022,18.44104169,0.1325,0.1625,0.06
5/3/2022,18.60998403,0.1325,0.1625,0.06
5/4/2022,18.63139664,0.1325,0.1625,0.06
5/5/2022,18.44720597,0.1325,0.1625,0.06
5/6/2022,18.42300711,0.1325,0.1625,0.06
5/7/2022,18.54360594,0.1325,0.1625,0.06
5/8/2022,18.44891937,0.1325,0.1625,0.06
5/9/2022,18.55854619,0.1325,0.1625,0.06
5/10/2022,18.51877038,0.1325,0.1625,0.06
5/11/2022,18.35979367,0.1325,0.1625,0.06
5/12/2022,18.64314423,0.1325,0.1625,0.06
5/13/2022,18.66611868,0.1325,0.1625,0.06
5/14/2022,18.44331705,0.1325,0.1625,0.06
5/15/2022,18.46413761,0.1325,0.1625,0.06
5/16/2022,18.52644255,0.1325,0.1625,0.06
5/17/2022,18.53093725,0.1325,0.1625,0.06
5/18/2022,18.56091535,0.1325,0.1625,0.06
5/19/2022,18.68594392,0.1325,0.1625,0.06
5/20/2022,18.48363238,0.1325,0.1625,0.06
5/21/2022,18.4261575,0.1325,0.1625,0.06
5/22/2022,18.37241297,0.1325,0.1625,0.06
5/23/2022,18.43238897,0.1325,0.1625,0.06
5/24/2022,18.49693576,0.1325,0.1625,0.06
5/25/2022,18.6659966,0.1325,0.1625,0.06
5/26/2022,18.45212095,0.1325,0.1625,0.06
5/27/2022,18.52070039,0.1325,0.1625,0.06
5/28/2022,18.49848088,0.1325,0.1625,0.06
5/29/2022,18.60992638,0.1325,0.1625,0.06
5/30/2022,18.73374125,0.1325,0.1625,0.06
5/31/2022,18.45089464,0.1325,0.1625,0.06
6/1/2022,18.45472685,0.1325,0.1625,0.06
6/2/2022,18.59658488,0.1325,0.1625,0.06
6/3/2022,18.56307496,0.1325,0.1625,0.06
6/4/2022,18.67082043,0.1325,0.1625,0.06
6/5/2022,18.55401336,0.1325,0.1625,0.06
6/6/2022,18.46676548,0.1325,0.1625,0.06
6/7/2022,18.55463557,0.1325,0.1625,0.06
6/8/2022,18.60255508,0.1325,0.1625,0.06
6/9/2022,18.5758946,0.1325,0.1625,0.06
6/10/2022,18.54692285,0.1325,0.1625,0.06
6/11/2022,18.59866741,0.1325,0.1625,0.06
6/12/2022,18.60815984,0.1325,0.1625,0.06
6/13/2022,18.62784971,0.1325,0.1625,0.06
6/14/2022,18.56000566,0.1325,0.1625,0.06
6/15/2022,18.48454158,0.1325,0.1625,0.06
6/16/2022,18.51357102,0.1325,0.1625,0.06
6/17/2022,18.61160208,0.1325,0.1625,0.06
6/18/2022,18.42443345,0.1325,0.1625,0.06
6/19/2022,18.53410228,0.1325,0.1625,0.06
6/20/2022,18.46361616,0.1325,0.1625,0.06
6/21/2022,18.5026589,0.1325,0.1625,0.06
6/22/2022,18.6182568,0.1325,0.1625,0.06
6/23/2022,18.51767666,0.1325,0.1625,0.06
6/24/2022,18.50429538,0.1325,0.1625,0.06
6/25/2022,18.37421331,0.1325,0.1625,0.06
6/26/2022,18.56902845,0.1325,0.1625,0.06
6/27/2022,18.55970729,0.1325,0.1625,0.06
6/28/2022,18.70010106,0.1325,0.1625,0.06
6/29/2022,18.47153051,0.1325,0.1625,0.06
6/30/2022,18.52027141,0.1325,0.1625,0.06
7/1/2022,18.52306799,0.1325,0.1625,0.06
7/2/2022,18.64591443,0.1325,0.1625,0.06
7/3/2022,18.49118516,0.1325,0.1625,0.06
7/4/2022,18.52580949,0.1325,0.1625,0.06
7/5/2022,18.55623043,0.1325,0.1625,0.06
7/6/2022,18.51726134,0.1325,0.1625,0.06
7/7/2022,18.45870489,0.1325,0.1625,0.06
7/8/2022,18.51795332,0.1325,0.1625,0.06
7/9/2022,18.59931094,0.1325,0.1625,0.06
7/10/2022,18.40504733,0.1325,0.1625,0.06
7/11/2022,18.51229969,0.1325,0.1625,0.06
7/12/2022,18.43523882,0.1325,0.1625,0.06
7/13/2022,18.61054181,0.1325,0.1625,0.06
7/14/2022,18.35910521,0.1325,0.1625,0.06
7/15/2022,18.44829973,0.1325,0.1625,0.06
7/16/2022,18.5348921,0.1325,0.1625,0.06
7/17/2022,18.64481097,0.1325,0.1625,0.06
7/18/2022,18.4939181,0.1325,0.1625,0.06
7/19/2022,18.44864404,0.1325,0.1625,0.06
7/20/2022,18.67400703,0.1325,0.1625,0.06
7/21/2022,18.36605871,0.1325,0.1625,0.06
7/22/2022,18.29661045,0.1325,0.1625,0.06
7/23/2022,18.54070134,0.1325,0.1625,0.06
7/24/2022,18.45355998,0.1325,0.1625,0.06
7/25/2022,18.40553596,0.1325,0.1625,0.06
7/26/2022,18.56552297,0.1325,0.1625,0.06
7/27/2022,18.52255157,0.1325,0.1625,0.06
7/28/2022,18.44782273,0.1325,0.1625,0.06
7/29/2022,18.38157184,0.1325,0.1625,0.06
7/30/2022,18.5807023,0.1325,0.1625,0.06
7/31/2022,18.56014361,0.1325,0.1625,0.06
8/1/2022,18.49082623,0.1325,0.1625,0.06
8/2/2022,18.67081392,0.1325,0.1625,0.06
8/3/2022,18.40101716,0.1325,0.1625,0.06
8/4/2022,18.35888892,0.1325,0.1625,0.06
8/5/2022,18.4359985,0.1325,0.1625,0.06
8/6/2022,18.49578329,0.1325,0.1625,0.06
8/7/2022,18.5225089,0.1325,0.1625,0.06
8/8/2022,18.47768566,0.1325,0.1625,0.06
8/9/2022,18.53256512,0.1325,0.1625,0.06
8/10/2022,18.3842326,0.1325,0.1625,0.06
8/11/2022,18.63354823,0.1325,0.1625,0.06
8/12/2022,18.49240102,0.1325,0.1625,0.06
8/13/2022,18.60334986,0.1325,0.1625,0.06
8/14/2022,18.53170209,0.1325,0.1625,0.06
8/15/2022,18.54224967,0.1325,0.1625,0.06
8/16/2022,18.55270347,0.1325,0.1625,0.06
8/17/2022,18.54141304,0.1325,0.1625,0.06
8/18/2022,18.55945186,0.1325,0.1625,0.06
8/19/2022,18.62294661,0.1325,0.1625,0.06
8/20/2022,18.51817821,0.1325,0.1625,0.06
8/21/2022,18.56558285,0.1325,0.1625,0.06
8/22/2022,18.49169945,0.1325,0.1625,0.06
8/23/2022,18.63321084,0.1325,0.1625,0.06
8/24/2022,18.43743371,0.1325,0.1625,0.06
8/25/2022,18.66658699,0.1325,0.1625,0.06
8/26/2022,18.49628539,0.1325,0.1625,0.06
8/27/2022,18.3676533,0.1325,0.1625,0.06
8/28/2022,18.51184966,0.1325,0.1625,0.06
8/29/2022,18.43700272,0.1325,0.1625,0.06
8/30/2022,18.57775953,0.1325,0.1625,0.06
8/31/2022,18.43963228,0.1325,0.1625,0.06
9/1/2022,18.45872803,0.1325,0.1625,0.06
9/2/2022,18.32521748,0.1325,0.1625,0.06
9/3/2022,18.45816167,0.1325,0.1625,0.06
9/4/2022,18.27579116,0.1325,0.1625,0.06
9/5/2022,18.35348899,0.1325,0.1625,0.06
9/6/2022,18.57033836,0.1325,0.1625,0.06
9/7/2022,18.57268651,0.1325,0.1625,0.06
9/8/2022,18.53935482,0.1325,0.1625,0.06
9/9/2022,18.41055471,0.1325,0.1625,0.06
9/10/2022,18.4955867,0.1325,0.1625,0.06
9/11/2022,18.49966677,0.1325,0.1625,0.06
9/12/2022,18.39285127,0.1325,0.1625,0.06
9/13/2022,18.63906434,0.1325,0.1625,0.06
9/14/2022,18.58115601,0.1325,0.1625,0.06
9/15/2022,18.47956081,0.1325,0.1625,0.06
9/16/2022,18.50248694,0.1325,0.1625,0.06
9/17/2022,18.51927541,0.1325,0.1625,0.06
9/18/2022,18.31113952,0.1325,0.1625,0.06
9/19/2022,18.47713609,0.1325,0.1625,0.06
9/20/2022,18.43691646,0.1325,0.1625,0.06
9/21/2022,18.40735015,0.1325,0.1625,0.06
9/22/2022,18.47399822,0.1325,0.1625,0.06
9/23/2022,18.666286,0.1325,0.1625,0.06
9/24/2022,18.55927796,0.1325,0.1625,0.06
9/25/2022,18.44716594,0.1325,0.1625,0.06
9/26/2022,18.55296391,0.1325,0.1625,0.06
9/27/2022,18.62944038,0.1325,0.1625,0.06
9/28/2022,18.58552862,0.1325,0.1625,0.06
9/29/2022,18.50551581,0.1325,0.1625,0.06
9/30/2022,18.44015835,0.1325,0.1625,0.06
10/1/2022,18.56458566,0.1325,0.1625,0.06
10/2/2022,18.5363974,0.1325,0.1625,0.06
10/3/2022,18.58280537,0.1325,0.1625,0.06
10/4/2022,18.55875339,0.1325,0.1625,0.06
10/5/2022,18.59708363,0.1325,0.1625,0.06
10/6/2022,18.45049074,0.1325,0.1625,0.06
10/7/2022,18.62185895,0.1325,0.1625,0.06
10/8/2022,18.51827796,0.1325,0.1625,0.06
10/9/2022,18.69196163,0.1325,0.1625,0.06
10/10/2022,18.43625013,0.1325,0.1625,0.06
10/11/2022,18.66057665,0.1325,0.1625,0.06
10/12/2022,18.51830675,0.1325,0.1625,0.06
10/13/2022,18.43974383,0.1325,0.1625,0.06
10/14/2022,18.45524056,0.1325,0.1625,0.06
10/15/2022,18.47036787,0.1325,0.1625,0.06
10/16/2022,18.53923535,0.1325,0.1625,0.06
10/17/2022,18.54836228,0.1325,0.1625,0.06
10/18/2022,18.44693275,0.1325,0.1625,0.06
10/19/2022,18.4977472,0.1325,0.1625,0.06
10/20/2022,18.69816001,0.1325,0.1625,0.06
10/21/2022,18.65979774,0.1325,0.1625,0.06
10/22/2022,18.54035994,0.1325,0.1625,0.06
10/23/2022,18.50351532,0.1325,0.1625,0.06
10/24/2022,18.5111029,0.1325,0.1625,0.06
10/25/2022,18.55675041,0.1325,0.1625,0.06
10/26/2022,18.40539169,0.1325,0.1625,0.06
10/27/2022,23.96911482,0.1325,0.1625,0.06
10/28/2022,23.79976991,0.1325,0.1625,0.06
